Last Name,First Name*,ID,Confidential Ind,UST Email,Email1,Home Phone,Business Phone,Cell Phone,type,Street1,Street2,City,State,Zip,Nation,term,Course College,Course Department,crn,Course,Section,Course Title,Course Credits,Campus,Schedule,registration status,Registration Status,Final Grade,Grade Change Reason,Incomplete Extension Date,Repeat Course Ind,college,degree,Major,program,Primary Instructor ID,Primary Instructor Name,Instructor2 ID,Instructor2 Name
Last299,First288,332,,STUDENT331@GMAIL.COM,OTHER331@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22144,SEIS610,3,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,CER,Business Analysis,SE_GR_CER,101125840,"Dorin, Michael A.",,
Last300,First289,333,,STUDENT332@GMAIL.COM,OTHER332@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22180,SEIS763,1,Machine Learning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,CER,Big Data,SE_GR_CER,100408312,"Lai, Chih  ",,
Last301,First290,334,,STUDENT333@GMAIL.COM,OTHER333@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22151,SEIS630,3,Database Mgmt Systems & Design,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,101077360,"Iyer, Shankaran  ",,
Last301,First290,334,,STUDENT333@GMAIL.COM,OTHER333@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22172,SEIS734,1,Data Mining & Pred. Analytics,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last301,First290,334,,STUDENT333@GMAIL.COM,OTHER333@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22954,SEIS603,5,Found. Software Dev-Python,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101214279,"Chetty, Damodar  ",,
Last302,First291,335,,STUDENT334@GMAIL.COM,OTHER334@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22172,SEIS734,1,Data Mining & Pred. Analytics,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100408312,"Lai, Chih  ",,
Last302,First291,335,,STUDENT334@GMAIL.COM,OTHER334@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22166,SEIS732,1,Data Warehousing,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100375463,"Haug, Frank S.",,
Last303,First292,336,,STUDENT335@GMAIL.COM,OTHER335@GMAIL.COM,,,,HM,,,,,,India,201820,Grad Prog in Software Eng,Software Engineering,22156,SEIS632,3,Data Analytics & Visualization,3,St Paul,Lecture,OR,**Web Registered**,,,,,BU,CER,Business Analytics,BU_GR_CER,101003004,"Rege, Manjeet  ",,
Last304,First293,337,,STUDENT336@GMAIL.COM,OTHER336@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22157,SEIS635,1,Software Analysis and Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100376738,"Level, Eric V.",,
Last304,First293,337,,STUDENT336@GMAIL.COM,OTHER336@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22146,SEIS625,2,Software Project Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100360148,"Naqvi, Syed H.",,
Last304,First293,337,,STUDENT336@GMAIL.COM,OTHER336@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22162,SEIS663,2,IT Security and Networking,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101142921,"Wallerstedt, Theodore M.",,
Last305,First294,338,,STUDENT337@GMAIL.COM,OTHER337@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22150,SEIS630,2,Database Mgmt Systems & Design,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Information Technology,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last305,First294,338,,STUDENT337@GMAIL.COM,OTHER337@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22142,SEIS610,1,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last306,First295,339,,STUDENT338@GMAIL.COM,OTHER338@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22135,SEIS601,2,Found. of Software Dev-Java,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last307,First296,340,,STUDENT339@GMAIL.COM,OTHER339@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22147,SEIS626,1,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100375463,"Haug, Frank S.",,
Last308,First297,341,,STUDENT340@GMAIL.COM,OTHER340@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22146,SEIS625,2,Software Project Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100360148,"Naqvi, Syed H.",,
Last308,First297,341,,STUDENT340@GMAIL.COM,OTHER340@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22163,SEIS664,1,Information Tech. Delivery,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100237351,"Betz, Charles T.",,
Last308,First298,342,,STUDENT341@GMAIL.COM,OTHER341@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22181,SEIS763,2,Machine Learning,0,St Paul,Lecture,O3,Course Drop with W (Web),W,Original Entry,,,SE,MS,Software Engineering,SE_GR_MS,100408312,"Lai, Chih  ",,
Last309,First235,343,,STUDENT342@GMAIL.COM,OTHER342@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22137,SEIS603,1,Found. Software Dev-Python,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100376738,"Level, Eric V.",,
Last309,First299,344,,STUDENT343@GMAIL.COM,OTHER343@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22159,SEIS640,1,Operating Systems Design,3,St Paul,Face-to-Face 26-50% of time,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last309,First299,344,,STUDENT343@GMAIL.COM,OTHER343@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22161,SEIS663,1,IT Security and Networking,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100327251,"Mattox, Melinda J.",,
Last309,First235,343,,STUDENT342@GMAIL.COM,OTHER342@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22141,SEIS605,2,Technical Communications,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100293169,"Harvey, Dorian G.",,
Last310,First300,345,,STUDENT344@GMAIL.COM,OTHER344@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22140,SEIS605,1,Technical Communications,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100819629,"Livingston, Kirk T.",,
Last310,First301,346,,STUDENT345@GMAIL.COM,OTHER345@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22157,SEIS635,1,Software Analysis and Design,0,St Paul,Lecture,O3,Course Drop with W (Web),W,Original Entry,,,SE,MS,Data Science,SE_GR_MS,100376738,"Level, Eric V.",,
Last310,First301,346,,STUDENT345@GMAIL.COM,OTHER345@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22164,SEIS665,1,Dev Ops & Cloud Infrastructure,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100216842,"Baker, Jason D.",,
Last310,First300,345,,STUDENT344@GMAIL.COM,OTHER344@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22144,SEIS610,3,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last310,First5,347,,STUDENT346@GMAIL.COM,OTHER346@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22152,SEIS631,1,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101190814,"Kubisiak, Kristine  ",,
Last310,First302,348,,STUDENT347@GMAIL.COM,OTHER347@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22176,SEIS737,2,Big Data Management,3,St Paul,Lecture,RE,**Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,101003004,"Rege, Manjeet  ",,
Last311,First303,349,,STUDENT348@GMAIL.COM,OTHER348@GMAIL.COM,,,,HM,,,,SD,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22175,SEIS737,1,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,100820872,"Karacic, Mirza  ",,
Last312,First304,350,,STUDENT349@GMAIL.COM,OTHER349@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22152,SEIS631,1,Foundations of Data Analysis,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,CER,Big Data,SE_GR_CER,101190814,"Kubisiak, Kristine  ",,
Last312,First304,350,,STUDENT349@GMAIL.COM,OTHER349@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22177,SEIS737,3,Big Data Management,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,CER,Big Data,SE_GR_CER,100407592,"Rahimi, Saeed K.",,
Last312,First304,350,,STUDENT349@GMAIL.COM,OTHER349@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22155,SEIS632,2,Data Analytics & Visualization,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,CER,Big Data,SE_GR_CER,101003004,"Rege, Manjeet  ",,
Last313,First305,351,,STUDENT350@GMAIL.COM,OTHER350@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22157,SEIS635,1,Software Analysis and Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100376738,"Level, Eric V.",,
Last314,First306,352,,STUDENT351@GMAIL.COM,OTHER351@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22180,SEIS763,1,Machine Learning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last315,First71,353,,STUDENT352@GMAIL.COM,OTHER352@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22151,SEIS630,3,Database Mgmt Systems & Design,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,101077360,"Iyer, Shankaran  ",,
Last316,First307,354,,STUDENT353@GMAIL.COM,OTHER353@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22147,SEIS626,1,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100375463,"Haug, Frank S.",,
Last316,First308,355,,STUDENT354@GMAIL.COM,OTHER354@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22137,SEIS603,1,Found. Software Dev-Python,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100376738,"Level, Eric V.",,
Last316,First308,355,,STUDENT354@GMAIL.COM,OTHER354@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22151,SEIS630,3,Database Mgmt Systems & Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101077360,"Iyer, Shankaran  ",,
Last316,First308,355,,STUDENT354@GMAIL.COM,OTHER354@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22147,SEIS626,1,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100375463,"Haug, Frank S.",,
Last316,First309,356,,STUDENT355@GMAIL.COM,OTHER355@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22159,SEIS640,1,Operating Systems Design,3,St Paul,Face-to-Face 26-50% of time,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last316,First307,354,,STUDENT353@GMAIL.COM,OTHER353@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22157,SEIS635,1,Software Analysis and Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100376738,"Level, Eric V.",,
Last316,First310,357,,STUDENT356@GMAIL.COM,OTHER356@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22160,SEIS662,1,Enterprise Resource Planning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100968454,"Gamble, William H.",,
Last316,First309,356,,STUDENT355@GMAIL.COM,OTHER355@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22173,SEIS734,2,Data Mining & Pred. Analytics,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last316,First310,357,,STUDENT356@GMAIL.COM,OTHER356@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22147,SEIS626,1,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100375463,"Haug, Frank S.",,
Last316,First311,358,,STUDENT357@GMAIL.COM,OTHER357@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22177,SEIS737,3,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100407592,"Rahimi, Saeed K.",,
Last316,First312,359,,STUDENT358@GMAIL.COM,OTHER358@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22173,SEIS734,2,Data Mining & Pred. Analytics,3,St Paul,Lecture,RE,**Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,100408312,"Lai, Chih  ",,
Last316,First312,359,,STUDENT358@GMAIL.COM,OTHER358@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22175,SEIS737,1,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,100820872,"Karacic, Mirza  ",,
Last316,First311,358,,STUDENT357@GMAIL.COM,OTHER357@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22157,SEIS635,1,Software Analysis and Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100376738,"Level, Eric V.",,
Last317,First313,360,,STUDENT359@GMAIL.COM,OTHER359@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22175,SEIS737,1,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100820872,"Karacic, Mirza  ",,
Last317,First313,360,,STUDENT359@GMAIL.COM,OTHER359@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22171,SEIS736,2,Big Data Architecture,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100820872,"Karacic, Mirza  ",,
Last318,First86,361,,STUDENT360@GMAIL.COM,OTHER360@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22173,SEIS734,2,Data Mining & Pred. Analytics,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,CER,Big Data,SE_GR_CER,100408312,"Lai, Chih  ",,
Last319,First123,362,,STUDENT361@GMAIL.COM,OTHER361@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22179,SEIS744,1,Internet of Things,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100359676,"Grammens, Justin L.",,
Last319,First123,362,,STUDENT361@GMAIL.COM,OTHER361@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22174,SEIS736,1,Big Data Architecture,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100464521,"Noland, Brock D.",,
Last320,First314,363,,STUDENT362@GMAIL.COM,OTHER362@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22155,SEIS632,2,Data Analytics & Visualization,3,St Paul,Lecture,OR,**Web Registered**,,,,,BU,MBA,Business Administration,BU_PT_MBA,101003004,"Rege, Manjeet  ",,
Last321,First234,364,,STUDENT363@GMAIL.COM,OTHER363@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22164,SEIS665,1,Dev Ops & Cloud Infrastructure,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100216842,"Baker, Jason D.",,
Last321,First234,364,,STUDENT363@GMAIL.COM,OTHER363@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22137,SEIS603,1,Found. Software Dev-Python,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100376738,"Level, Eric V.",,
Last322,First315,365,,STUDENT364@GMAIL.COM,OTHER364@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22177,SEIS737,3,Big Data Management,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,100407592,"Rahimi, Saeed K.",,
Last322,First316,366,,STUDENT365@GMAIL.COM,OTHER365@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22176,SEIS737,2,Big Data Management,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Software Engineering,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last322,First316,366,,STUDENT365@GMAIL.COM,OTHER365@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22177,SEIS737,3,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100407592,"Rahimi, Saeed K.",,
Last322,First315,365,,STUDENT364@GMAIL.COM,OTHER364@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22137,SEIS603,1,Found. Software Dev-Python,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,100376738,"Level, Eric V.",,
Last322,First316,366,,STUDENT365@GMAIL.COM,OTHER365@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22146,SEIS625,2,Software Project Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100360148,"Naqvi, Syed H.",,
Last322,First315,365,,STUDENT364@GMAIL.COM,OTHER364@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22181,SEIS763,2,Machine Learning,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last323,First317,367,,STUDENT366@GMAIL.COM,OTHER366@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22168,SEIS733,1,Database Administratn Concepts,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101217464,"Armitage, Bradford C.",,
Last323,First317,367,,STUDENT366@GMAIL.COM,OTHER366@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22176,SEIS737,2,Big Data Management,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last323,First317,367,,STUDENT366@GMAIL.COM,OTHER366@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22172,SEIS734,1,Data Mining & Pred. Analytics,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last324,First318,368,,STUDENT367@GMAIL.COM,OTHER367@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22180,SEIS763,1,Machine Learning,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last324,First318,368,,STUDENT367@GMAIL.COM,OTHER367@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22153,SEIS631,2,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100437129,"Eaton, Anne A.",,
Last324,First318,368,,STUDENT367@GMAIL.COM,OTHER367@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22137,SEIS603,1,Found. Software Dev-Python,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100376738,"Level, Eric V.",,
Last325,First319,369,,STUDENT368@GMAIL.COM,OTHER368@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22162,SEIS663,2,IT Security and Networking,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101142921,"Wallerstedt, Theodore M.",,
Last325,First319,369,,STUDENT368@GMAIL.COM,OTHER368@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22159,SEIS640,1,Operating Systems Design,3,St Paul,Face-to-Face 26-50% of time,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last326,First320,370,,STUDENT369@GMAIL.COM,OTHER369@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22172,SEIS734,1,Data Mining & Pred. Analytics,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last326,First320,370,,STUDENT369@GMAIL.COM,OTHER369@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22174,SEIS736,1,Big Data Architecture,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100464521,"Noland, Brock D.",,
Last326,First320,370,,STUDENT369@GMAIL.COM,OTHER369@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22173,SEIS734,2,Data Mining & Pred. Analytics,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last327,First321,371,,STUDENT370@GMAIL.COM,OTHER370@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22167,SEIS732,2,Data Warehousing,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100375463,"Haug, Frank S.",,
Last327,First322,372,,STUDENT371@GMAIL.COM,OTHER371@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22148,SEIS626,2,Sftw Quality Assurance/Control,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Software Engineering,SE_GR_MS,100375463,"Haug, Frank S.",,
Last327,First321,371,,STUDENT370@GMAIL.COM,OTHER370@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22160,SEIS662,1,Enterprise Resource Planning,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,100968454,"Gamble, William H.",,
Last327,First322,372,,STUDENT371@GMAIL.COM,OTHER371@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22954,SEIS603,5,Found. Software Dev-Python,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Software Engineering,SE_GR_MS,101214279,"Chetty, Damodar  ",,
Last327,First322,372,,STUDENT371@GMAIL.COM,OTHER371@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22152,SEIS631,1,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101190814,"Kubisiak, Kristine  ",,
Last327,First322,372,,STUDENT371@GMAIL.COM,OTHER371@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22162,SEIS663,2,IT Security and Networking,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101142921,"Wallerstedt, Theodore M.",,
Last328,First106,373,,STUDENT372@GMAIL.COM,OTHER372@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22181,SEIS763,2,Machine Learning,3,St Paul,Lecture,RE,**Registered**,,,,,SE,CER,Healthcare Analytics,SE_GR_CER,100408312,"Lai, Chih  ",,
Last329,First323,374,,STUDENT373@GMAIL.COM,OTHER373@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22136,SEIS602,1,Intermediate Software Dev,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100360148,"Naqvi, Syed H.",,
